name,artist,positive,neutral,negative,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Two Lovers,Mary Wells,0,1,0,00CmjeeHvAVKvx3tcIiZTy,0.678,0.405,2,-16.965,1,0.0304,0.426,0,0.109,0.96,105.902
Moth's Wings,Passion Pit,2,2,0,1WETgXqmJ2NaziQhtav0pK,0.514,0.727,11,-6.219,1,0.0283,0.00138,0.0916,0.0756,0.136,120.995
Eleanor Put Your Boots On,Franz Ferdinand,1,3,1,24AFErHUiORpll04wrR6u4,0.401,0.496,7,-6.427,1,0.0381,0.568,0.000333,0.115,0.119,76.404
My Life Would Suck Without You,Kelly Clarkson,1,0,0,4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982
Reverie,David Lanz/Paul Speer,0,1,0,086sjLPEqdKBgTxbTeCLCv,0.251,0.00904,5,-31.599,1,0.0406,0.995,0.922,0.0779,0.0819,62.225
Creeps Me Out,IMA Robot,1,0,0,41GIsXDKpI7RBcmcXIaATx,0.672,0.932,8,-3.57,1,0.0956,0.000119,0,0.105,0.65,98.95
It's Not Me,3 Doors Down,0,1,0,7cLm450e9XaPrEZTSTsfwU,0.776,0.568,0,-6.419,0,0.125,0.0204,1.69e-05,0.078,0.749,150.901
Vision Of Love,Mariah Carey,0,1,0,0gLQ6jhJsyYfl7PrD1RZ7X,0.256,0.464,5,-10.959,1,0.0382,0.433,0,0.121,0.355,205.362
Bedroom Acoustics,Muse,0,1,0,0HFlYQNr3Y2hOUnOZ1qLXH,0.544,0.184,4,-18.932,1,0.0691,0.872,0.793,0.0776,0.207,128.087
Buried Alive,Otep,0,0,1,4veeNpXDK1YRHMTJ1Cppsg,0.607,0.804,9,-5.209,0,0.0296,0.00116,0,0.159,0.469,139.983
Melody Hill,The Archies,1,0,0,59jo17hCIfoElmDh4z4FDV,0.481,0.838,7,-3.248,1,0.0311,0.0195,0,0.169,0.566,145.757
Radar Detector,Darwin Deez,3,0,0,7mS6CgF5MUxN7NJDc2wJKa,0.749,0.714,4,-5.055,1,0.199,0.102,0.00794,0.173,0.782,96.515
Worms Make Dirt,The Aquabats,1,0,0,5uENvmr3lPo2goGyoImOIV,0.644,0.61,7,-4.673,1,0.0371,0.00115,0,0.107,0.632,142.051
Leader Of The Band,Dan Fogelberg,0,1,0,3O4s2m47MFhnGqmpkjoKYk,0.628,0.159,8,-14.363,1,0.0333,0.872,0,0.111,0.505,135.003
The Big Fight,Stars,0,2,0,1yYYdQ94FEyWAt1XtldifW,0.382,0.483,0,-7.257,1,0.029,0.584,0,0.985,0.344,107.218
Irony,Frozen Plasma,1,0,0,5w65rfJaQDOQ0iAhOuQqiv,0.659,0.658,2,-3.928,1,0.0256,0.162,0,0.0467,0.538,89.987
Only A Pawn In Their Game,Bob Dylan,0,0,1,6lib77q4koq52srysevRfT,0.571,0.207,9,-12.472,1,0.0442,0.816,0,0.121,0.649,86.395
Into Eternity,Jens Lekman,3,1,0,3lFhC79IaV9KKgusUYQt11,0.167,0.221,10,-18.154,1,0.0367,0.642,0.922,0.13,0.0293,84.425
Subterranean Homesick Alien,Radiohead,0,3,1,2CVV8PtUYYsux8XOzWkCP0,0.312,0.595,0,-8.919,1,0.0298,0.0484,0.00139,0.103,0.337,150.502
13 Steps Lead Down,Elvis Costello,1,0,0,5amg5GeWdom1hLwSwyvGoW,0.357,0.83,4,-7.603,1,0.0637,0.306,0.000213,0.127,0.832,137.405
Ocean Pie,Shed Seven,0,1,0,2lyyDJyp9EWJ28drEu1PZv,0.28,0.486,2,-7.682,1,0.0305,0.442,2.13e-06,0.0789,0.155,124.773
The Marriage,Elisa,0,1,0,3SSAeecv84iCOlUCaVPifM,0.426,0.395,9,-8.653,0,0.0314,0.133,0.039,0.113,0.258,126.103
Trong Com,Kitaro,0,1,0,427KBhWYAXq53XERHebq67,0.469,0.876,4,-7.64,1,0.102,0.00338,0.855,0.111,0.403,139.922
Still in Love,Nick Cave and the Bad Seeds,0,0,1,1R2CqB4WUVLgTmEQGc0rgN,0.762,0.669,7,-5.385,1,0.169,0.0957,0,0.0619,0.765,86.998
Slow Me Down,Aberfeldy,1,0,0,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073
Couldn't You Tell,B.C. Camplight,0,0,1,7Kjfr6X7itxDacUS3Z8bFU,0.415,0.693,2,-8.599,0,0.0505,0.00329,0.614,0.297,0.269,146.116
Judgement,Anathema,0,1,0,0IOJqIGmcQlHZ7yqLWr0R7,0.723,0.726,1,-3.835,0,0.0473,0.0564,0.000129,0.057,0.962,100.051
Sensible Shoes Blues,Milky Wimpshake,1,0,0,13wPViVCT3zkw73u2gCtdg,0.513,0.866,0,-5.472,1,0.158,0.225,0,0.0886,0.852,174.132
I'm Not Done,Fever Ray,0,0,1,4klHeDQTcJoWvTZDcbkdc5,0.79,0.375,2,-16.638,0,0.265,0.161,0.0313,0.154,0.209,130.004
And the Grass Grows By Itself,Karunesh,0,1,0,6ojkPonPPx5yYTFmjyXY1j,0.375,0.313,0,-13.974,1,0.0386,0.289,0.0318,0.318,0.0495,89.922
Setting Sun,Howling Bells,0,0,1,10ayYARCvOzh8tYTjAJ5lR,0.541,0.664,4,-6.711,0,0.0322,0.658,0.0227,0.365,0.492,121.122
Walk Away,Christina Aguilera,0,0,3,1FZNiU5U4xXuGQMpO6OdGz,0.564,0.374,1,-14.132,1,0.459,0.759,0,0.0989,0.277,97.387
You're The Ocean,Teitur,2,1,2,1UMKGPAatYnDIo5b4WAKi1,0.639,0.302,7,-14.064,0,0.0365,0.175,2.16e-06,0.189,0.43,129.956
Star Shaped,Blur,2,0,0,4atMNV7QeIfLtXiBIpJyQu,0.655,0.867,6,-5.098,0,0.276,0.109,0,0.424,0.621,165.997
Sun Is Shining,The Fireman,1,0,0,4b2tcjrG1qUkSdsqEFP2dB,0.467,0.757,2,-3.01,1,0.0517,0.0866,0,0.0742,0.383,131.993
19 Minutes,Gareth Gates,0,1,0,6CQ0axeymvpbaDADNpymQ0,0.362,0.0325,2,-24.624,1,0.045,0.982,0.137,0.0624,0.273,110.001
Mary Jane's Last Dance,Tom Petty And The Heartbreakers,1,0,1,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515
Stormy Weather,Billie Holiday,0,0,2,3du4x4mjmzMZNXu5CFNkIE,0.134,0.94,6,-20.534,1,0.0648,0.00232,0.511,0.778,0.00983,101.126
Circlewave,Squarepusher,0,0,1,54mIt5xUlU5k4yHmFOQ8zD,0.282,0.432,7,-16.426,1,0.0424,0.00881,0.886,0.464,0.075,79.186
She's a Rainbow,World of Twist,1,0,0,6KOtheMY0KN4s9TrQHr9It,0.464,0.824,10,-7.359,1,0.0374,0.467,0.018,0.33,0.539,109.298
Someone Is Waiting,Neutral Milk Hotel,0,1,0,7kwOZJMxsQcBpC4j3kp24d,0.162,0.478,5,-12.21,1,0.0385,0.00323,0.0137,0.508,0.0622,131.033
My Journey to the Stars,Burzum,0,1,0,7xLlSz79Lpsfx3FwS9vrCP,0.14,0.885,9,-10.326,1,0.0717,5.77e-05,0.077,0.201,0.041,140.586
Chocolate,Snow Patrol,1,1,1,44Ljlpy44mHvLJxcYUvTK0,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043
The Safety Dance,Men Without Hats,3,0,0,2IqPRjJAcLvPqAEbnB2VJz,0.765,0.824,0,-6.354,1,0.0386,0.0436,2.75e-05,0.16,0.349,100.193
Sorry,Assemblage 23,0,0,1,0LewZ8HIcuWRij195Q6kRO,0.679,0.748,0,-3.624,0,0.0385,0.0878,0,0.299,0.438,100.035
History,Michael Jackson,1,0,0,0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704
Prego Amore,Erlend Øye,1,0,0,7Dkf1e2boMGONuceqaDgww,0.827,0.665,7,-9.708,1,0.0648,0.0438,0.762,0.0823,0.6,111.017
Talk About Us,Jennifer Lopez,0,1,0,0SpsbsyEN0FmM8hGoGSgwg,0.643,0.482,6,-5.868,1,0.0253,0.633,0,0.69,0.42,91.984
Soul Finger,The Bar-Kays,1,0,0,085diW9d1iWe9qeNQiDYOw,0.736,0.462,4,-15.0,1,0.031,0.142,0.836,0.231,0.859,115.845
Brother,Alice in Chains,0,0,1,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976
Running Scared,Roy Orbison,0,2,1,6sbj89WozjblBMa5u41orw,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255
Market Fresh,Broken Social Scene,1,2,0,5Zjeg3JTmUW8auEuQmYRjF,0.476,0.563,6,-10.433,1,0.0275,0.425,0.0729,0.135,0.408,132.855
I Love You More Than You'll Ever Know,Donny Hathaway,1,0,0,2qdyq2N1XfaA8QhtiOWWFG,0.306,0.22,0,-15.601,0,0.0407,0.742,0.000564,0.112,0.199,86.814
Only You Can Make You Happy,Au Revoir Simone,1,0,0,1Pgz4QZhlYDtG0HglHpYEX,0.337,0.505,5,-10.473,1,0.0294,0.0169,0.00375,0.303,0.214,141.435
Smooth Operator,Sade,0,2,0,1Hv1VTm8zeOeybub15mA2R,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336
We Cry As One,The Old Dead Tree,0,0,1,6OCCN1McqwAGEOEInEymu5,0.353,0.871,2,-3.592,1,0.0624,0.00356,0.346,0.217,0.239,168.102
Things Behind The Sun,Nick Drake,0,3,2,2s89qv9maW8RMCoaxtvNtn,0.67,0.311,1,-10.182,1,0.0377,0.846,0.0512,0.119,0.243,102.869
Enjoy The Wait,Morcheeba,0,1,0,62dICgpvyShg8KiYtNyPeY,0.299,0.119,6,-25.491,1,0.0408,0.979,0.95,0.295,0.203,92.147
This Land Is Mine,Dido,0,2,0,3iAtQUZa38P4VgRQMrubbK,0.473,0.218,0,-14.065,1,0.159,0.854,0.0753,0.0973,0.895,71.442
Crimson And Clover,Tommy James & The Shondells,0,1,0,4do0Z0rHdFUV3RSMxMQsdq,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741
Past Mistake,Tricky,0,2,1,3a0vR61VjvQd1aqc53lo68,0.318,0.94,0,-6.379,1,0.107,0.000117,0,0.0573,0.623,183.386
Shapeshifter,Animal Liberation Orchestra,0,0,1,7yLzGp7vC3qg5FlBmUa8Rg,0.622,0.956,6,-3.658,1,0.133,0.00268,0,0.394,0.557,115.963
She's Such A Beauty,Emitt Rhodes,1,0,0,2SGVJKvafburmRiwDhM10u,0.694,0.656,10,-10.149,1,0.0271,0.499,0.618,0.0948,0.934,101.232
Universe,Sébastien Tellier,0,1,0,4Fk8SJtl3UAtk22oLAVdDz,0.562,0.45,7,-10.868,1,0.041,0.547,0.896,0.09,0.153,75.005
Guardian Angel,Novaspace,0,1,0,2Guz1b911CbpG8L92cnglI,0.29,0.48,5,-6.583,1,0.0296,0.116,3.03e-06,0.626,0.382,112.62
Emily Kane,Art Brut,1,0,0,64tBlVVewRbGAKeZnhhBjR,0.512,0.821,7,-12.097,1,0.0658,0.251,0.0412,0.247,0.434,81.79
Something's Missing,John Mayer,0,2,1,4ibzxSKw3a6rtIorruN5GO,0.545,0.899,1,-3.41,0,0.0301,0.0989,0.000635,0.131,0.531,152.029
To You I Bestow,Mundy,1,1,1,06Oxva0xgdAKILOHS1d6se,0.578,0.876,2,-8.71,1,0.039,0.0527,4.22e-06,0.303,0.802,102.02
Cordelia,Daniel Lemma,0,1,0,4NdrEZXts7Nq4onexSarPD,0.573,0.633,7,-9.593,0,0.028,0.0132,0.252,0.0886,0.335,91.225
Lovetrap,Nikola Sarcevic,0,1,0,6LeODLv0Ch5LiEXhd3zTuv,0.686,0.574,0,-8.224,1,0.0284,0.408,0.0519,0.192,0.511,118.967
Freedom Never Cries,Five For Fighting,0,0,1,2ArGCGHOljgZJDuV7dBAp8,0.546,0.389,0,-7.627,1,0.0298,0.752,2.79e-05,0.0984,0.327,130.782
Thinking About You,Norah Jones,0,3,0,1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985
Vai Saber?,Marisa Monte,0,1,0,3mafUb3mbui0PF7I1ThJYM,0.732,0.35,8,-10.671,0,0.081,0.897,0,0.179,0.543,141.908
Don't Stop The Music,Rihanna,1,0,0,3hABxontq7VxnvlSpShJ8N,0.464,0.745,0,-6.338,1,0.137,0.00774,2.55e-06,0.316,0.496,199.777
Glory for Tomorrow,Patrick O'Hearn,0,2,0,1jSgkfrEssmOEWaDoobbXy,0.344,0.275,5,-13.839,1,0.0313,0.188,0.925,0.358,0.153,101.979
Around the World in a Tea Daze,Shpongle,0,2,0,0Eu6mR6EuOUxcVHGgHED2R,0.61,0.717,11,-8.288,0,0.0351,0.0138,0.345,0.344,0.216,149.973
Valo,Antti Tuisku,0,1,0,4hbr7rqp1hJDqSB5pgh3Jl,0.765,0.616,2,-6.353,1,0.0604,0.438,5.77e-06,0.205,0.785,109.366
Farewell Blues,Lester Flatt & Earl Scruggs,1,0,0,6Ryzypw9xytAufgDGxmf3n,0.429,0.244,10,-15.551,1,0.0303,0.385,0.000189,0.139,0.137,138.292
Parasol,Jesse Cook,0,1,0,0hgpJp5pazFsmLCB7VZI0V,0.563,0.934,2,-4.458,1,0.0314,0.111,6.96e-05,0.161,0.56,140.102
Dustbowl,Horse Feathers,0,1,2,4C8UeF1YFdABWgvxJoV58O,0.57,0.618,4,-11.778,0,0.042,0.649,0.0116,0.31,0.588,110.545
One Moment Please...,Kenny Larkin,0,0,1,028oGdkv7THZHvOiAqxqWR,0.857,0.48,7,-10.955,1,0.0699,0.0026,0.531,0.0808,0.721,122.988
Prayers,In This Moment,0,0,1,4KaIJ1FWXUoAAnOts1YWjD,0.821,0.637,9,-4.276,0,0.161,0.433,0,0.209,0.778,86.01
Truck Drivin' Man,Lynyrd Skynyrd,1,0,0,6hgxg5PUUX3PxmnfxOuvhO,0.585,0.959,9,-4.292,1,0.0829,0.165,0,0.701,0.861,125.102
Wenn Der Regen Fällt,Maya Saban,0,0,1,7wPOkfI4koMxqGVylAdxop,0.471,0.903,7,-6.107,0,0.045,0.0809,1.23e-05,0.299,0.415,88.023
Love In The First Degree,Bananarama,3,0,0,1rkpNfn7l4PcAreJwht9JO,0.626,0.411,8,-11.162,1,0.0318,0.366,0,0.0374,0.665,103.368
Y Si La Historia,Susana Zabaleta,0,0,1,2b7cnILSmRmMQCa6yjo6X9,0.434,0.619,10,-3.712,1,0.0434,0.15,0,0.163,0.61,136.313
Mining for Gold,Cowboy Junkies,0,0,1,52wJxmylAs50mIrmzANewR,0.458,0.0216,1,-21.523,1,0.0576,0.869,0,0.114,0.254,120.312
Heart Of Stone,The Rolling Stones,0,0,1,3akeuMy9bqJbqDlfYevbwN,0.513,0.426,5,-8.14,1,0.03,0.452,0,0.115,0.101,115.196
Never Give Up On The Good Times,Spice Girls,0,1,0,6RQnRYot6B3TPZsMbbSJ20,0.707,0.905,5,-5.534,0,0.0376,0.00674,0.0331,0.138,0.641,116.997
The Sun Is Shining (Down on Me),DT8 Project,0,1,1,089CEznG2y8f46SkD4jlS5,0.559,0.972,5,-5.278,0,0.0455,0.000888,0.613,0.141,0.739,128.003
Shake And Fingerpop,Jr. Walker & The All Stars,1,0,0,10EeysK2xPjkUT7DxPAKFG,0.678,0.744,5,-6.714,0,0.0445,0.0724,0,0.062,0.961,122.297
Kindred Spirit,2002,0,3,0,741HHA55jVGYHKmSUo0Zuf,0.642,0.314,10,-14.347,1,0.032,0.94,0.756,0.104,0.0989,135.965
Once upon a time in the west,Ennio Morricone,0,1,1,6fg1xaDxkuQVJjwrgjx837,0.678,0.656,9,-11.907,0,0.047,0.196,0.014,0.114,0.906,146.56
The Courier,Richard Shindell,0,0,1,3JbN5Maw5CvcCSNkOhtPVX,0.11,0.319,8,-20.953,1,0.0393,0.265,0.93,0.121,0.131,83.743
Show A Little Faith,Charlotte Church,0,1,0,3HUOFmGewNDHNoTlescwG6,0.725,0.526,9,-10.962,1,0.0269,0.22,5.52e-06,0.351,0.856,105.086
Hobart Paving,Saint Etienne,0,2,0,4xwqXS1Y7EtBcwkdg0bhWC,0.503,0.409,1,-6.789,1,0.0249,0.797,2.69e-05,0.129,0.451,76.031
Paper Aeroplane,Angus & Julia Stone,0,2,0,60ls99W6A5elumBpo28ifd,0.802,0.417,11,-14.74,1,0.1,0.591,0.2,0.103,0.39,104.059
Sunny Came Home,Shawn Colvin,0,0,1,4mOxpj82q6n3EO7HBZCelX,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812
Everlasting Love,Jamie Cullum,2,2,0,0PDCewmZCp0P5s00bptcdd,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739
Grand Canyon (Ada Remix),Tracey Thorn,0,1,0,4BnvNrCRp8fzAg4CaSsHnJ,0.711,0.534,10,-11.638,0,0.046,0.0878,0.541,0.17,0.137,125.003
Sweetest Decline,Beth Orton,0,2,0,1J6ytcax8mPyOYz3Zcgw9E,0.255,0.417,6,-11.222,1,0.0323,0.538,0.00151,0.114,0.229,187.381
Philosophy,Ben Folds Five,1,0,0,2KqTXUP2FyUQ8MXDYKtjZ9,0.586,0.917,11,-4.549,0,0.0617,0.00249,0,0.0714,0.756,154.007
Cetacea,Björk,0,1,0,4rfvvJsDODL6wWMUSfZRBQ,0.576,0.855,5,-10.094,0,0.0499,0.00442,0.867,0.0972,0.156,133.031
Heart-Shaped Box,Nirvana,0,1,1,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006
Building Steam With A Grain Of Salt,DJ Shadow,0,2,0,4cucslsiEgezV2o900Ykg3,0.613,0.832,8,-9.187,1,0.0281,0.388,0.95,0.0865,0.48,164.876
Heads Will Roll,Yeah Yeah Yeahs,3,0,0,2idmlkd8oUaQvYEtINpLBX,0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994
Freeze,LFO,0,0,1,2EgB4n6XyBsuNUbuarr4eG,0.884,0.698,0,-9.101,1,0.364,0.0405,0,0.195,0.575,140.068
Unlove Me,Julie Roberts,0,0,1,2W3lFpdbGNZsIWZ9XkgsGY,0.687,0.38,1,-9.015,1,0.0337,0.554,0,0.105,0.562,121.797
Lady Jane,Queensrÿche,0,0,1,69vzkewKl2LPquyEiqD8BB,0.621,0.722,7,-7.002,1,0.0542,0.0173,3.74e-05,0.0808,0.451,94.985
If I Know You,The Presets,0,0,1,7vSn3VNbzOtPebdj6ZSebj,0.566,0.898,9,-3.659,1,0.0634,0.0613,0,0.126,0.791,115.954
Never Be Ready,Mat Kearney,1,0,0,4IwXBYPmrBjjFy3ddMsIgc,0.766,0.084,2,-15.68,1,0.0965,0.916,0,0.109,0.354,120.184
One Gun,Lamb of God,0,0,1,5WZ4qFbz1x2vELPg8S7vza,0.779,0.661,9,-7.175,0,0.0966,0.15,0,0.0895,0.306,120.048
I Go To Sleep (Live),Sia,0,0,1,11vgetrV30rKE60KmKWJul,0.619,0.696,8,-9.477,0,0.271,0.155,0.867,0.386,0.245,115.018
New York,U2,0,1,1,09b7tlISM5nQic0l2Qv9lP,0.542,0.596,5,-6.906,0,0.26,0.201,0,0.0802,0.437,96.476
Suicidal Dream,Silverchair,1,0,1,3AZ5XoHdiFpiKMky6M1Gt9,0.465,0.708,11,-6.299,0,0.0327,0.0286,1.34e-05,0.108,0.388,97.532
Walkin' My Baby Back Home,Nat King Cole,0,1,0,2d5rklRuLWhBIcq2XpyyE7,0.55,0.181,1,-13.696,1,0.0403,0.851,0,0.136,0.471,110.035
Lady Jane,The Rolling Stones,0,0,1,69vzkewKl2LPquyEiqD8BB,0.621,0.722,7,-7.002,1,0.0542,0.0173,3.74e-05,0.0808,0.451,94.985
Cripple and the Starfish,Antony and the Johnsons,0,2,7,7tKVXgMI4yOqGFqx8IbGBT,0.314,0.236,9,-11.571,0,0.0335,0.812,0.00547,0.148,0.158,115.44
Don't Leave Me This Way,Thelma Houston,0,1,0,5bcgJDuuUAZ3gtKShk2dce,0.575,0.255,3,-22.987,0,0.0303,0.224,0.616,0.213,0.473,120.138
Lovefool,The Cardigans,2,0,1,0u4htORODiTK9vHVA89MQX,0.64,0.602,9,-7.902,1,0.0299,0.0646,0,0.375,0.951,111.87
The Painter And The Magician,William Coulter,0,1,0,3EdTHjOYLIBBgEvBSGWnut,0.186,0.242,2,-14.154,1,0.0391,0.938,0.91,0.162,0.125,79.473
Scientas,The Shamen,0,2,0,6AdeLLMdgdHxD2bx76Lvpo,0.43,0.457,2,-14.153,1,0.0314,0.00116,1.8e-05,0.202,0.0589,109.961
Innocence,Avril Lavigne,1,1,2,3NWcFiL6oCEagrFiTdDr1m,0.623,0.425,8,-13.045,1,0.0291,0.306,8.65e-05,0.108,0.392,116.593
Redwing,Hem,0,0,1,2gmMqRWnJZCZ86E0qMLPcD,0.454,0.823,9,-6.736,0,0.0706,0.0789,0.00157,0.325,0.807,82.862
Sun Giant,Fleet Foxes,0,1,0,5uZPG2PKctF9zuMK0JB3Ss,0.377,0.0632,7,-20.424,1,0.0367,0.935,1.3e-05,0.116,0.127,146.878
Let Her Dance,Bobby Fuller Four,0,0,1,1d2GrPJtJXKUpW6K9OhF5x,0.531,0.763,7,-12.456,1,0.0279,0.00405,1.16e-06,0.131,0.974,141.765
Shut Your Eyes,Snow Patrol,1,1,1,2pJrutQePD4gXkWGDhu3gV,0.611,0.0153,6,-37.492,1,0.0766,0.996,0.973,0.107,0.546,72.06
I Don't Belong Here,Emil Bulls,0,0,1,2JEuoW7VtugjY2XtxK034T,0.308,0.479,6,-9.04,0,0.035,0.271,0.00257,0.47,0.156,130.007
Brainwascht,Ben Folds,1,0,0,0vCbDjFTaqwUlcnVQ3Cpzr,0.606,0.97,7,-4.073,1,0.0488,0.0275,0.000105,0.383,0.85,119.121
Shimmy Shimmy Quarter Turn (Take It Back To Square One),Hellogoodbye,1,0,0,73r4MSryF14gBZBSJONXEp,0.53,0.89,4,-3.806,1,0.0728,0.0163,9.22e-06,0.35,0.365,129.968
Big Girls Don't Cry (Personal),Fergie,0,1,0,3Q4WeJmzxuDpzMu9QjQqbM,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082
Modern Crusaders,Enigma,0,2,0,65fqcmj2M1EiERwDoIflDt,0.617,0.922,11,-8.565,0,0.0583,0.00422,0.206,0.173,0.314,114.986
Years,Barbara Mandrell,0,0,1,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028
The Loco-Motion,Little Eva,0,1,0,0PxYWaGiwWtcuL1VIMiEW4,0.456,0.933,0,-5.212,1,0.153,0.375,0,0.563,0.367,125.051
Your Girl,Blue States,0,2,0,2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276
Show You How,The Killers,1,0,0,3my8nYpb74vfIPyRPo0zVq,0.753,0.708,7,-5.389,1,0.265,0.0081,0,0.188,0.323,105.521
House Of Smoke & Mirrors,Matthew Good,0,0,2,777Gb548MBrSIzMkK1qaz9,0.362,0.0253,2,-23.848,0,0.0418,0.807,0.896,0.156,0.235,89.039
The Price,Twisted Sister,1,0,0,4hqOmrCCJKyiuwDexd8c2t,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949
Tel que tu es,Charlotte Gainsbourg,0,2,0,7L6RHUUygVF44SXQYoUOwN,0.653,0.795,8,-5.543,1,0.05,0.609,0.000352,0.542,0.812,120.885
Hors la vie,Benjamin Biolay,0,1,0,6IpgiVZoBUzT94JqvDkWkI,0.556,0.276,0,-14.024,1,0.0265,0.314,0.198,0.137,0.411,148.393
The Girl From Back Then,Kings Of Convenience,0,3,0,7zTlDWZu1XprqXgKkuYnrI,0.572,0.208,8,-18.031,0,0.0471,0.937,0.73,0.112,0.48,133.205
Boys,Britney Spears,1,0,0,4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
Falling Over Me,Demi Lovato,0,2,0,2fUDy0t5LNMrGFYquiRs7n,0.691,0.79,4,-6.79,1,0.0258,0.0623,1.52e-06,0.0602,0.719,106.975
Good Girl Gone Bad,Rihanna,1,0,0,76MqbWX5us3UmGJImualTj,0.678,0.674,11,-6.175,1,0.0687,0.0849,0,0.0915,0.417,119.195
Try Again,Big Star,0,0,1,4Sav8RLaXMBpTZX6xNPj0K,0.435,0.352,2,-7.815,0,0.0371,0.814,0,0.247,0.345,85.82
Everytime,Britney Spears,1,1,2,5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
Next Girl,The Black Keys,0,1,0,4QpWhd7l2NrmGmfw4qGlpa,0.583,0.867,11,-4.17,1,0.0637,0.143,0,0.0863,0.962,160.096
Ghettomusick,OutKast,1,0,0,1zb9cdsTMrEEL2Ut8rmTb6,0.479,0.66,11,-3.688,1,0.0856,0.00102,0,0.25,0.356,66.114
Honey,Bobby Goldsboro,0,0,2,6FfLg6FFqhCsrFOaHIGkg0,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035
Breaking Up Again,Accept,0,0,2,6qtIK4R6qJCFPBfu5WcPkh,0.806,0.943,9,-3.533,0,0.0455,0.163,0,0.262,0.921,111.995
Magic,Bruce Springsteen,1,1,0,2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051
De Luna A Sol,Panteón Rococó,1,0,0,0mqasl5sulqcKTBLJxdZnB,0.464,0.38,4,-7.488,0,0.0447,0.817,9.42e-05,0.706,0.315,81.363
Find My Love,Fairground Attraction,0,1,0,2O80Iudb4tigOCW0gWfOzn,0.547,0.153,10,-13.676,0,0.0365,0.95,9.88e-06,0.112,0.109,118.262
Be With,Koushik,0,1,0,7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939
Ituri,Kante,0,1,0,7xd5TxVlCG0L1LWcMjNslI,0.434,0.481,5,-9.529,1,0.06,0.833,0.902,0.104,0.125,125.91
Happy Valentine's Day,OutKast,1,0,0,32q1h0jij3ePpp47ShIqVy,0.658,0.912,7,-4.51,1,0.195,0.0227,0.00928,0.067,0.718,200.105
Tuonelan koivut,Kotiteollisuus,0,0,1,1ClvhgcNUX8HotZDvD2loj,0.685,0.589,6,-5.936,0,0.0293,0.289,0,0.203,0.585,110.05
Never Be Alone,The Get Up Kids,0,0,1,4sjdSPv39ksYXEszjoJabL,0.377,0.466,10,-6.927,1,0.0352,0.517,5.63e-05,0.0781,0.276,199.847
Blue Rondo A La Turk,The Dave Brubeck Quartet,1,0,0,7CrNF9zL7tIQ2269DVxzST,0.588,0.4,7,-11.914,0,0.036,0.851,0.352,0.11,0.468,113.615
The Greatest,Michelle Williams,0,0,1,4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
Man in the Mirror,Michael Jackson,1,1,0,1kiNatIrwDusOZfR29W0LJ,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331
